rule_id,contract,instrument,exchange,effective_from,effective_to,trade_type,fee_per_lot,fee_rate,fee_rate_unit,source_type,source_url,announcement_date,is_proxy,notes
FEE-000635,FG2109.ZCE,FG,CZCE,2021-05-25,2021-07-23,close_non_today,15.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000630,FG2109.ZCE,FG,CZCE,2021-04-08,2021-05-12,close_today,3.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000633,FG2109.ZCE,FG,CZCE,2021-05-13,2021-05-24,close_today,10.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000636,FG2109.ZCE,FG,CZCE,2021-05-25,2021-07-23,close_today,15.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000628,FG2109.ZCE,FG,CZCE,2021-04-08,2021-05-12,open,3.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000631,FG2109.ZCE,FG,CZCE,2021-05-13,2021-05-24,open,10.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000634,FG2109.ZCE,FG,CZCE,2021-05-25,2021-07-23,open,15.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000638,FG2201.ZCE,FG,CZCE,2021-07-26,2021-12-09,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000639,FG2201.ZCE,FG,CZCE,2021-07-26,2021-12-09,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000637,FG2201.ZCE,FG,CZCE,2021-07-26,2021-12-09,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000641,FG2205.ZCE,FG,CZCE,2021-12-10,2022-03-23,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000642,FG2205.ZCE,FG,CZCE,2021-12-10,2022-03-23,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000640,FG2205.ZCE,FG,CZCE,2021-12-10,2022-03-23,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000644,FG2209.ZCE,FG,CZCE,2022-03-24,2022-08-10,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000645,FG2209.ZCE,FG,CZCE,2022-03-24,2022-08-10,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000643,FG2209.ZCE,FG,CZCE,2022-03-24,2022-08-10,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000647,FG2301.ZCE,FG,CZCE,2022-08-11,2022-12-09,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000648,FG2301.ZCE,FG,CZCE,2022-08-11,2022-12-09,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000646,FG2301.ZCE,FG,CZCE,2022-08-11,2022-12-09,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000650,FG2305.ZCE,FG,CZCE,2022-12-12,2023-04-10,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000651,FG2305.ZCE,FG,CZCE,2022-12-12,2023-04-10,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000649,FG2305.ZCE,FG,CZCE,2022-12-12,2023-04-10,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000653,FG2309.ZCE,FG,CZCE,2023-04-11,2023-08-11,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000654,FG2309.ZCE,FG,CZCE,2023-04-11,2023-08-11,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000652,FG2309.ZCE,FG,CZCE,2023-04-11,2023-08-11,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000656,FG2401.ZCE,FG,CZCE,2023-08-14,2023-12-07,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000657,FG2401.ZCE,FG,CZCE,2023-08-14,2023-12-07,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000655,FG2401.ZCE,FG,CZCE,2023-08-14,2023-12-07,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000659,FG2405.ZCE,FG,CZCE,2023-12-08,2024-04-08,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000660,FG2405.ZCE,FG,CZCE,2023-12-08,2024-04-08,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000658,FG2405.ZCE,FG,CZCE,2023-12-08,2024-04-08,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000662,FG2409.ZCE,FG,CZCE,2024-04-09,2024-08-19,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000663,FG2409.ZCE,FG,CZCE,2024-04-09,2024-08-19,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000661,FG2409.ZCE,FG,CZCE,2024-04-09,2024-08-19,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000665,FG2501.ZCE,FG,CZCE,2024-08-20,2024-10-22,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000668,FG2501.ZCE,FG,CZCE,2024-10-23,2024-12-12,close_non_today,10.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000666,FG2501.ZCE,FG,CZCE,2024-08-20,2024-10-22,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000669,FG2501.ZCE,FG,CZCE,2024-10-23,2024-12-12,close_today,10.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000664,FG2501.ZCE,FG,CZCE,2024-08-20,2024-10-22,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000667,FG2501.ZCE,FG,CZCE,2024-10-23,2024-12-12,open,10.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000671,FG2505.ZCE,FG,CZCE,2024-12-13,2025-04-15,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000672,FG2505.ZCE,FG,CZCE,2024-12-13,2025-04-15,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000670,FG2505.ZCE,FG,CZCE,2024-12-13,2025-04-15,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000674,FG2509.ZCE,FG,CZCE,2025-04-16,2025-08-12,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000675,FG2509.ZCE,FG,CZCE,2025-04-16,2025-08-12,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000673,FG2509.ZCE,FG,CZCE,2025-04-16,2025-08-12,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000677,FG2601.ZCE,FG,CZCE,2025-08-13,2025-12-15,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000678,FG2601.ZCE,FG,CZCE,2025-08-13,2025-12-15,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000676,FG2601.ZCE,FG,CZCE,2025-08-13,2025-12-15,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000680,FG2605.ZCE,FG,CZCE,2025-12-16,2026-04-16,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000681,FG2605.ZCE,FG,CZCE,2025-12-16,2026-04-16,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000679,FG2605.ZCE,FG,CZCE,2025-12-16,2026-04-16,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000683,FG2609.ZCE,FG,CZCE,2026-04-17,2026-06-07,close_non_today,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000686,FG2609.ZCE,FG,CZCE,2026-06-08,2026-08-18,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000684,FG2609.ZCE,FG,CZCE,2026-04-17,2026-06-07,close_today,6.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000687,FG2609.ZCE,FG,CZCE,2026-06-08,2026-08-18,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000682,FG2609.ZCE,FG,CZCE,2026-04-17,2026-06-07,open,6.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000685,FG2609.ZCE,FG,CZCE,2026-06-08,2026-08-18,open,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000689,FG2701.ZCE,FG,CZCE,2026-08-19,2026-08-31,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000690,FG2701.ZCE,FG,CZCE,2026-08-19,2026-08-31,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000688,FG2701.ZCE,FG,CZCE,2026-08-19,2026-08-31,open,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-002084,*,JD,DCE,1900-01-01,2099-12-31,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-002085,*,JD,DCE,1900-01-01,2099-12-31,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-002083,*,JD,DCE,1900-01-01,2099-12-31,open,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-000692,JD1405.DCE,JD,DCE,2014-01-02,2014-03-17,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000693,JD1405.DCE,JD,DCE,2014-01-02,2014-03-17,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000691,JD1405.DCE,JD,DCE,2014-01-02,2014-03-17,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000695,JD1409.DCE,JD,DCE,2014-03-18,2014-07-25,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000696,JD1409.DCE,JD,DCE,2014-03-18,2014-07-25,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000694,JD1409.DCE,JD,DCE,2014-03-18,2014-07-25,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000698,JD1501.DCE,JD,DCE,2014-07-28,2014-11-28,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000699,JD1501.DCE,JD,DCE,2014-07-28,2014-11-28,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000697,JD1501.DCE,JD,DCE,2014-07-28,2014-11-28,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000701,JD1505.DCE,JD,DCE,2014-12-01,2015-03-23,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000702,JD1505.DCE,JD,DCE,2014-12-01,2015-03-23,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000700,JD1505.DCE,JD,DCE,2014-12-01,2015-03-23,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000704,JD1509.DCE,JD,DCE,2015-03-24,2015-08-03,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000705,JD1509.DCE,JD,DCE,2015-03-24,2015-08-03,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000703,JD1509.DCE,JD,DCE,2015-03-24,2015-08-03,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000707,JD1601.DCE,JD,DCE,2015-08-04,2015-11-25,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000708,JD1601.DCE,JD,DCE,2015-08-04,2015-11-25,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000706,JD1601.DCE,JD,DCE,2015-08-04,2015-11-25,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000710,JD1605.DCE,JD,DCE,2015-11-26,2016-03-23,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000711,JD1605.DCE,JD,DCE,2015-11-26,2016-03-23,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000709,JD1605.DCE,JD,DCE,2015-11-26,2016-03-23,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000713,JD1609.DCE,JD,DCE,2016-03-24,2016-07-29,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000714,JD1609.DCE,JD,DCE,2016-03-24,2016-07-29,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000712,JD1609.DCE,JD,DCE,2016-03-24,2016-07-29,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000716,JD1701.DCE,JD,DCE,2016-08-01,2016-11-28,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000717,JD1701.DCE,JD,DCE,2016-08-01,2016-11-28,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000715,JD1701.DCE,JD,DCE,2016-08-01,2016-11-28,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000719,JD1705.DCE,JD,DCE,2016-11-29,2017-04-11,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000720,JD1705.DCE,JD,DCE,2016-11-29,2017-04-11,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000718,JD1705.DCE,JD,DCE,2016-11-29,2017-04-11,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000722,JD1709.DCE,JD,DCE,2017-04-12,2017-08-01,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000723,JD1709.DCE,JD,DCE,2017-04-12,2017-08-01,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000721,JD1709.DCE,JD,DCE,2017-04-12,2017-08-01,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000725,JD1801.DCE,JD,DCE,2017-08-02,2017-11-30,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000726,JD1801.DCE,JD,DCE,2017-08-02,2017-11-30,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000724,JD1801.DCE,JD,DCE,2017-08-02,2017-11-30,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000728,JD1805.DCE,JD,DCE,2017-12-01,2018-04-04,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000729,JD1805.DCE,JD,DCE,2017-12-01,2018-04-04,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000727,JD1805.DCE,JD,DCE,2017-12-01,2018-04-04,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000731,JD1809.DCE,JD,DCE,2018-04-10,2018-08-03,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000732,JD1809.DCE,JD,DCE,2018-04-10,2018-08-03,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000730,JD1809.DCE,JD,DCE,2018-04-10,2018-08-03,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
