rule_id,contract,instrument,exchange,effective_from,effective_to,trade_type,fee_per_lot,fee_rate,fee_rate_unit,source_type,source_url,announcement_date,is_proxy,notes
FEE-001640,SC2610.INE,SC,INE,2026-08-31,2026-08-31,close_non_today,20.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001641,SC2610.INE,SC,INE,2026-08-31,2026-08-31,close_today,0.0,0.0,成交金额比例（Tushare原值/1000）,proxy_latest_official,https://www.ine.cn/publicnotice/notice/202606/t20260623_832254.html,,True,上期能源当前标准平今免收；历史缺失，向前回填并明确标记代理。
FEE-001639,SC2610.INE,SC,INE,2026-08-31,2026-08-31,open,20.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-002108,*,SP,SHFE,1900-01-01,2099-12-31,close_non_today,0.0,2e-05,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-002109,*,SP,SHFE,1900-01-01,2099-12-31,close_today,0.0,2e-05,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-002107,*,SP,SHFE,1900-01-01,2099-12-31,open,0.0,2e-05,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-001643,SP2103.SHF,SP,SHFE,2021-01-04,2021-02-05,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001644,SP2103.SHF,SP,SHFE,2021-01-04,2021-02-05,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001642,SP2103.SHF,SP,SHFE,2021-01-04,2021-02-05,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001646,SP2105.SHF,SP,SHFE,2021-02-08,2021-04-14,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001647,SP2105.SHF,SP,SHFE,2021-02-08,2021-04-14,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001645,SP2105.SHF,SP,SHFE,2021-02-08,2021-04-14,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001649,SP2106.SHF,SP,SHFE,2021-04-15,2021-05-20,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001650,SP2106.SHF,SP,SHFE,2021-04-15,2021-05-20,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001648,SP2106.SHF,SP,SHFE,2021-04-15,2021-05-20,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001652,SP2107.SHF,SP,SHFE,2021-05-21,2021-06-15,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001653,SP2107.SHF,SP,SHFE,2021-05-21,2021-06-15,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001651,SP2107.SHF,SP,SHFE,2021-05-21,2021-06-15,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001655,SP2109.SHF,SP,SHFE,2021-06-16,2021-08-20,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001656,SP2109.SHF,SP,SHFE,2021-06-16,2021-08-20,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001654,SP2109.SHF,SP,SHFE,2021-06-16,2021-08-20,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001658,SP2110.SHF,SP,SHFE,2021-08-23,2021-09-24,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001659,SP2110.SHF,SP,SHFE,2021-08-23,2021-09-24,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001657,SP2110.SHF,SP,SHFE,2021-08-23,2021-09-24,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001661,SP2111.SHF,SP,SHFE,2021-09-27,2021-10-26,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001662,SP2111.SHF,SP,SHFE,2021-09-27,2021-10-26,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001660,SP2111.SHF,SP,SHFE,2021-09-27,2021-10-26,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001664,SP2112.SHF,SP,SHFE,2021-10-27,2021-11-17,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001665,SP2112.SHF,SP,SHFE,2021-10-27,2021-11-17,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001663,SP2112.SHF,SP,SHFE,2021-10-27,2021-11-17,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001667,SP2201.SHF,SP,SHFE,2021-11-18,2021-12-15,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001668,SP2201.SHF,SP,SHFE,2021-11-18,2021-12-15,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001666,SP2201.SHF,SP,SHFE,2021-11-18,2021-12-15,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001670,SP2205.SHF,SP,SHFE,2021-12-16,2022-04-07,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001671,SP2205.SHF,SP,SHFE,2021-12-16,2022-04-07,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001669,SP2205.SHF,SP,SHFE,2021-12-16,2022-04-07,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001673,SP2209.SHF,SP,SHFE,2022-04-08,2022-08-16,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001674,SP2209.SHF,SP,SHFE,2022-04-08,2022-08-16,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001672,SP2209.SHF,SP,SHFE,2022-04-08,2022-08-16,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001676,SP2301.SHF,SP,SHFE,2022-08-17,2022-12-16,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001677,SP2301.SHF,SP,SHFE,2022-08-17,2022-12-16,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001675,SP2301.SHF,SP,SHFE,2022-08-17,2022-12-16,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001679,SP2305.SHF,SP,SHFE,2022-12-19,2023-04-18,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001680,SP2305.SHF,SP,SHFE,2022-12-19,2023-04-18,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001678,SP2305.SHF,SP,SHFE,2022-12-19,2023-04-18,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001682,SP2309.SHF,SP,SHFE,2023-04-19,2023-08-14,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001683,SP2309.SHF,SP,SHFE,2023-04-19,2023-08-14,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001681,SP2309.SHF,SP,SHFE,2023-04-19,2023-08-14,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001685,SP2401.SHF,SP,SHFE,2023-08-15,2023-12-14,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001686,SP2401.SHF,SP,SHFE,2023-08-15,2023-12-14,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001684,SP2401.SHF,SP,SHFE,2023-08-15,2023-12-14,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001688,SP2405.SHF,SP,SHFE,2023-12-15,2024-04-11,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001689,SP2405.SHF,SP,SHFE,2023-12-15,2024-04-11,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001687,SP2405.SHF,SP,SHFE,2023-12-15,2024-04-11,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001691,SP2409.SHF,SP,SHFE,2024-04-12,2024-08-20,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001692,SP2409.SHF,SP,SHFE,2024-04-12,2024-08-20,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001690,SP2409.SHF,SP,SHFE,2024-04-12,2024-08-20,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001694,SP2501.SHF,SP,SHFE,2024-08-21,2024-12-16,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001695,SP2501.SHF,SP,SHFE,2024-08-21,2024-12-16,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001693,SP2501.SHF,SP,SHFE,2024-08-21,2024-12-16,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001697,SP2503.SHF,SP,SHFE,2024-12-17,2025-02-11,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001698,SP2503.SHF,SP,SHFE,2024-12-17,2025-02-11,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001696,SP2503.SHF,SP,SHFE,2024-12-17,2025-02-11,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001700,SP2505.SHF,SP,SHFE,2025-02-12,2025-04-14,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001701,SP2505.SHF,SP,SHFE,2025-02-12,2025-04-14,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001699,SP2505.SHF,SP,SHFE,2025-02-12,2025-04-14,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001703,SP2507.SHF,SP,SHFE,2025-04-15,2025-06-18,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001704,SP2507.SHF,SP,SHFE,2025-04-15,2025-06-18,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001702,SP2507.SHF,SP,SHFE,2025-04-15,2025-06-18,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001706,SP2509.SHF,SP,SHFE,2025-06-19,2025-08-08,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001707,SP2509.SHF,SP,SHFE,2025-06-19,2025-08-08,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001705,SP2509.SHF,SP,SHFE,2025-06-19,2025-08-08,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001709,SP2511.SHF,SP,SHFE,2025-08-11,2025-10-16,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001710,SP2511.SHF,SP,SHFE,2025-08-11,2025-10-16,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001708,SP2511.SHF,SP,SHFE,2025-08-11,2025-10-16,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001712,SP2601.SHF,SP,SHFE,2025-10-17,2025-12-09,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001713,SP2601.SHF,SP,SHFE,2025-10-17,2025-12-09,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001711,SP2601.SHF,SP,SHFE,2025-10-17,2025-12-09,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001715,SP2605.SHF,SP,SHFE,2025-12-10,2026-04-17,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001716,SP2605.SHF,SP,SHFE,2025-12-10,2026-04-17,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001714,SP2605.SHF,SP,SHFE,2025-12-10,2026-04-17,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001718,SP2609.SHF,SP,SHFE,2026-04-20,2026-07-07,close_non_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001719,SP2609.SHF,SP,SHFE,2026-04-20,2026-07-07,close_today,0.0,5e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001717,SP2609.SHF,SP,SHFE,2026-04-20,2026-07-07,open,0.0,5e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001721,SP2611.SHF,SP,SHFE,2026-08-31,2026-08-31,close_non_today,0.0,2e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001722,SP2611.SHF,SP,SHFE,2026-08-31,2026-08-31,close_today,0.0,2e-05,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001720,SP2611.SHF,SP,SHFE,2026-08-31,2026-08-31,open,0.0,2e-05,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-002111,*,SR,CZCE,1900-01-01,2099-12-31,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-002112,*,SR,CZCE,1900-01-01,2099-12-31,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-002110,*,SR,CZCE,1900-01-01,2099-12-31,open,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-001724,SR1405.ZCE,SR,CZCE,2014-01-02,2014-02-21,close_non_today,0.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001725,SR1405.ZCE,SR,CZCE,2014-01-02,2014-02-21,close_today,0.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001723,SR1405.ZCE,SR,CZCE,2014-01-02,2014-02-21,open,0.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001727,SR1409.ZCE,SR,CZCE,2014-02-24,2014-06-17,close_non_today,0.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001728,SR1409.ZCE,SR,CZCE,2014-02-24,2014-06-17,close_today,0.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001726,SR1409.ZCE,SR,CZCE,2014-02-24,2014-06-17,open,0.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001730,SR1501.ZCE,SR,CZCE,2014-06-18,2014-11-07,close_non_today,0.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001731,SR1501.ZCE,SR,CZCE,2014-06-18,2014-11-07,close_today,0.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001729,SR1501.ZCE,SR,CZCE,2014-06-18,2014-11-07,open,0.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001733,SR1505.ZCE,SR,CZCE,2014-11-10,2014-12-22,close_non_today,0.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001736,SR1505.ZCE,SR,CZCE,2014-12-23,2015-02-13,close_non_today,3.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001734,SR1505.ZCE,SR,CZCE,2014-11-10,2014-12-22,close_today,0.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001737,SR1505.ZCE,SR,CZCE,2014-12-23,2015-02-13,close_today,3.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-001732,SR1505.ZCE,SR,CZCE,2014-11-10,2014-12-22,open,0.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-001735,SR1505.ZCE,SR,CZCE,2014-12-23,2015-02-13,open,3.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
