date,instrument,contract,reason,qty,open,high,low,settle,hypothetical_fill,first_day_pnl,five_day_pnl
2025-07-28,FG,FG2509.ZCE,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,440,1355.0,1355.0,1223.0,1280.0,1357.0,-677600.0,-1865600.0
2025-07-28,RB,RB2510.SHF,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,283,3352.0,3352.0,3230.0,3282.0,3353.0,-200930.0,-413180.0
2025-08-20,AL,AL2510.SHF,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,1048,20540.0,20540.0,20430.0,20490.0,20545.0,-288200.0,1205200.0
2025-08-25,RB,RB2510.SHF,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-364,3121.0,3165.0,3121.0,3144.0,3120.0,-87360.0,-192920.0
2025-08-25,T,T2509.CFX,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-415,107.765,108.155,107.765,108.125,107.76,-1514749.9999999786,-1078999.9999999623
2025-10-13,RU,RU2601.SHF,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,180,15300.0,15300.0,14835.0,14990.0,15310.0,-576000.0,207000.0
2025-10-14,RU,RU2601.SHF,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,180,15000.0,15000.0,14755.0,14855.0,15010.0,-279000.0,594000.0
2025-11-03,AP,AP2601.ZCE,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,11,9200.0,9200.0,9050.0,9100.0,9202.0,-11220.0,-34760.0
2025-12-15,AP,AP2605.ZCE,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,36,9485.0,9485.0,9171.0,9263.0,9487.0,-80640.0,36720.0
2025-12-15,FG,FG2601.ZCE,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-105,938.0,954.0,937.0,947.0,936.0,-23100.0,-144900.0
2025-12-15,JD,JD2601.DCE,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-1637,3080.0,3130.0,3080.0,3108.0,3078.0,-245550.0,-605690.0
2026-01-12,T,T2603.CFX,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-129,107.76,107.865,107.76,107.79,107.75500000000001,-45149.9999999956,-103199.99999997947
2026-02-02,JD,JD2603.DCE,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-78,2951.0,2988.0,2950.0,2975.0,2949.0,-10140.0,-49530.0
2026-02-09,T,T2603.CFX,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-62,108.38,108.515,108.38,108.47,108.375,-58899.999999999294,86800.00000000035
2026-02-09,UR,UR2605.ZCE,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-1351,1784.0,1807.0,1784.0,1796.0,1782.0,-378280.0,-189140.0
2026-02-13,JD,JD2604.DCE,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-2557,3186.0,3268.0,3186.0,3234.0,3184.0,-639250.0,153420.0
2026-04-09,RB,RB2605.SHF,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,3976,3092.0,3092.0,3070.0,3079.0,3093.0,-556640.0,1351840.0
2026-04-20,FG,FG2605.ZCE,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,1127,975.0,975.0,965.0,969.0,977.0,-180320.0,-293020.0
2026-05-26,T,T2609.CFX,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-317,108.825,108.91,108.825,108.87,108.82000000000001,-158499.99999999098,-206049.99999999278
2026-06-29,T,T2609.CFX,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-39,109.23,109.36,109.23,109.32,109.22500000000001,-37049.99999999401,60450.00000000599
2026-07-06,AL,AL2608.SHF,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,-35,22685.0,22970.0,22685.0,22835.0,22680.0,-27125.0,-59500.0
2026-08-31,LH,LH2611.DCE,PROXY_SLIPPAGE_OUTSIDE_DAILY_RANGE,3,12145.0,12150.0,11925.0,12005.0,12155.0,-7200.0,-2640.0
