date,util,kind,scenario
2019-12-13,0.6532173354052218,comm,S3_real
2019-12-17,0.6578227377523701,comm,S3_real
2019-12-13,0.785239248088511,total,S3_real
2019-12-17,0.7887897509478402,total,S3_real
