,repo,sina
2014-01-03,-0.031525851197982346,-0.013927576601671321
2014-01-06,-0.01627604166666663,-0.007062146892655385
2014-01-07,-0.033090668431502324,-0.014224751066856278
2014-01-08,0.002737850787132068,0.0011544011544011301
2014-01-09,-0.00887372013651877,-0.0037474776592677506
2014-01-10,0.024793388429751984,0.01041666666666674
2014-01-13,-0.020161290322580627,-0.00859106529209619
2014-01-14,0.020576131687242816,0.008665511265164572
2014-01-15,0.0040322580645162365,0.0017182130584192379
2014-01-17,-0.018741633199464536,-0.00800457404230992
2014-01-20,-0.012960436562073685,-0.005475504322766556
2014-01-21,-0.028334485141672472,-0.01188061431469134
2014-01-22,0.009957325746799528,0.004105571847507372
2014-01-23,0.02746478873239444,0.004088785046729049
2014-01-24,0.01644962302947217,0.014252472367655589
2014-01-27,-0.01011463250168576,-0.004301691998852886
2014-01-28,-0.027929155313351495,-0.011808755760368661
2014-01-29,0.008409250175192673,0.0034975225881668237
2014-01-30,0.008339124391938846,0.003485332558814891
2014-02-07,-0.030323914541695363,-0.012735166425470346
2014-02-10,0.007107320540156392,0.0029316915860451154
2014-02-11,-0.02470007057163015,-0.010230926629640424
2014-02-12,0.005065123010130179,0.0020673360897813797
2014-02-13,0.0014398848092151972,0.0005894488653108709
2014-02-14,0.012221423436376666,0.00500736377025035
2014-02-17,0.030539772727272707,0.012602579132473535
2014-02-18,-0.01860785665058584,-0.007814761215629518
2014-02-19,0.00561797752808979,0.002333722287047868
2014-02-20,-0.029329608938547524,-0.012223515715948818
2014-02-21,-0.003597122302158251,-0.0014731879787860391
2014-02-24,-0.04548736462093861,-0.018589554440837985
2014-02-25,-0.013615733736762503,-0.0054119061936259705
2014-02-26,0.006901840490797451,0.0027206771463119672
2014-02-27,0.017517136329017413,0.006933976484775339
2014-02-28,-0.01646706586826352,-0.006586826347305341
2014-03-03,0.004566210045662045,0.032549728752260476
2014-03-04,-0.012878787878787934,-0.004962054874489197
2014-03-05,0.01074443591711427,0.004106776180698102
