,repo,sina
2018-03-27,-0.016919988528821595,-0.013724121888811336
2018-03-28,-0.03967327887981298,-0.03207547169811331
2018-03-29,-0.0021263669501824234,-0.0017056530214424326
2018-03-30,0.032267884322678464,0.025872589699780457
2018-04-02,-0.010911235623709326,-0.008803235783963803
2018-04-03,-0.04203935599284403,-0.03384541526644269
2018-04-04,-0.00311235605353255,-0.00248447204968949
2018-04-09,0.00249765844520744,0.0019925280199253326
2018-04-10,0.034880099657427,0.02783992045737005
2018-04-11,0.01294011435449871,0.010399032648125806
2018-04-12,0.03238265002970908,0.02608903781713723
2018-04-13,-0.004892086330935408,-0.003965477023559538
2018-04-16,-0.007518796992480925,-0.006088992974238927
2018-04-17,0.00874125874125875,0.00706880301602264
2018-04-18,0.0066435586366260235,0.005381375760411755
2018-04-19,0.03127690100430436,0.025366534791715134
2018-04-20,-0.010851419031719822,-0.008170676350431227
2018-04-23,0.00843881856540074,0.006864988558352492
2018-04-24,0.021199442119943956,0.0165909090909091
2018-04-25,-0.025402895383774826,-0.020791415157612403
2018-04-26,0.009529147982062947,0.007762557077625409
2018-04-27,0.007773459189339027,0.006343452650656944
2018-05-02,-0.0019283746556475467,-0.0015758667266996262
2018-05-03,0.009660502346122035,0.007891770011273946
2018-05-04,-0.0002733734281025191,-0.00022371364653250847
2018-05-07,0.03117309269893309,0.025509062430074003
2018-05-08,0.0021214531954387716,0.0017455814968361238
2018-05-09,0.016141836464673487,0.013286865606621623
2018-05-10,0.02916666666666612,0.024075666380051652
2018-05-11,-0.013157894736841591,-0.010915197313182134
2018-05-14,-0.014358974358974708,-0.011884550084889534
2018-05-15,0.01873048907388153,0.015463917525773141
2018-05-16,0.0007660878447393049,0.0006345177664974777
2018-05-17,0.022454707833631016,0.018600718664130156
2018-05-18,0.01147991015722516,0.009545548869060116
2018-05-21,-0.010115963483839474,-0.008427543679342286
2018-05-22,0.006729810568295136,0.005597014925373234
2018-05-23,-0.0012379301807378118,-0.0010307153164296201
2018-05-24,0.0009915716410513475,0.0008254230293025522
2018-05-25,-0.018821198613175216,-0.015670103092783605
2018-05-28,-0.03685007571933341,-0.030582320904901428
2018-05-29,0.002620545073375169,0.002160760587726962
2018-05-30,0.00026136957658096094,0.00021561017680027383
2018-05-31,0.022471910112359827,0.01853847812028464
2018-06-01,0.005622284692052171,0.00465608465608458
2018-06-04,-0.009656925031766628,-0.008005055824731433
2018-06-05,-0.012060559404669768,-0.009980887661923954
2018-06-06,-0.0031168831168831845,-0.002574002574002532
2018-06-07,0.0020844189682125425,0.0017204301075268713
2018-06-08,0.006500260010400494,0.005367110347788806
2018-06-11,-0.002066649444587898,-0.0017083066410420455
2018-06-12,0.011907843644835436,0.009839572192513524
2018-06-13,-0.019442312611920975,-0.016098284261809037
2018-06-14,0.009392121054004443,0.007750269106566288
2018-06-15,-0.0023261824760916205,-0.0019226660969878795
2018-06-19,-0.017875647668394,-0.01476883561643827
2018-06-20,0.010287523080981575,0.008472735172713408
2018-06-21,-0.011488250652741727,-0.009478672985781977
2018-06-22,-0.0021130480718435374,-0.0017398869073510514
2018-06-25,0.0198517734250927,0.016339869281045694
2018-06-26,0.012976901116013462,0.010718113612004254
2018-06-27,0.03458877786318215,0.028632025450689325
2018-06-28,0.014858841010401136,0.012371134020618513
2018-06-29,0.009272816007808604,0.00773930753564156
2018-07-02,0.016441005802708464,0.013742926434923142
2018-07-03,0.004519505233111065,0.0037878787878786735
2018-07-04,-0.01610229694529941,-0.01350546176762668
2018-07-05,0.0021660649819497113,0.0018119589289309346
2018-07-06,-0.004562920268972315,-0.003818327974276614
2018-07-09,0.004825090470446325,0.004034698406294224
2018-07-10,0.01728691476590649,0.01446654611211562
2018-07-11,0.007080481472740097,0.005941770647653
2018-07-12,-0.03585657370517914,-0.030124040165386834
2018-07-13,-0.003646086533787063,-0.003045066991473777
2018-07-16,0.001951695535496345,0.0016289961311339862
2018-07-17,-0.030922814706598634,-0.0258182557430372
2018-07-18,0.005778894472361795,0.004799666110183676
2018-07-19,0.01149138146390194,0.009553478712357233
2018-07-20,0.01802914299827152,0.015017486113968248
2018-07-23,-0.00727802037845704,-0.006080259424402157
2018-07-24,0.01050830889540566,0.008768352365416066
2018-07-25,0.020314389359129548,0.016979987871437396
2018-07-26,0.0016591609386105155,0.001391373484396663
2018-07-27,0.0073355418835781006,0.006153235410877311
2018-07-30,0.007047216349541863,0.005918327086210207
2018-07-31,0.007697690692792136,0.0064718572269073515
2018-08-01,-0.02291666666666692,-0.01929072486360095
2018-08-02,0.0009476427386876374,0.0007947546195112842
2018-08-03,0.023195266272189263,0.019456025411951572
2018-08-06,0.011797362942401524,0.009931840311587115
2018-08-07,0.04252400548696822,0.03586579251831856
2018-08-08,-0.030701754385964897,-0.026061057334326176
2018-08-09,-0.014932126696832415,-0.01911314984709478
2018-08-10,-0.01584749655489226,-0.013445050662509783
2018-08-13,0.007001166861143604,0.0059253407070907205
2018-08-14,0.015527230590961949,0.013155311211466625
2018-08-15,-0.013464171611136111,-0.011434108527131781
2018-08-16,-0.02822114272495957,-0.023916879043324957
2018-08-17,-0.0028564627469651604,-0.002410122514561186
2018-08-20,-0.012652184292193724,-0.010670424803704504
2018-08-21,0.01208897485493221,0.010175010175010213
2018-08-22,0.0195891065456284,0.016518936341660018
2018-08-23,0.00796626054357974,0.006738010305192166
2018-08-24,0.008833100883310019,0.007480314960629952
2018-08-27,-0.0023041474654378336,-0.0019538882375927935
2018-08-28,0.002771362586605264,0.002349256068911565
2018-08-29,-0.008060801473975143,-0.0068359375
2018-08-30,0.03320176456930568,0.02812192723697149
2018-08-31,0.002696629213483348,0.002295332823259555
2018-09-03,-0.006275212909009342,-0.005343511450381588
2018-09-04,0.006089309878213989,0.005180353031465801
2018-09-05,-0.005828289621161442,-0.00496277915632759
2018-09-06,-0.0029312288613302373,-0.0024937655860348684
2018-09-07,-0.007236544549977464,-0.006153846153846287
2018-09-10,0.017539863325740424,0.014899380804953566
2018-09-11,-0.000447727781508922,-0.0003813155386083178
2018-09-12,0.025979843225084176,0.02212473774556556
2018-09-13,-0.005675616677581652,-0.00485165142750521
2018-09-14,-0.016465422612513714,-0.014063378961185036
2018-09-17,0.0044642857142858094,0.0038037276530999975
2018-09-18,-0.010000000000000009,-0.00852595680181889
2018-09-19,0.012121212121212421,0.010319128606917749
2018-09-20,0.01596806387225569,0.0136183090599582
2018-09-21,-0.00829513206723409,-0.0070908751632766664
2018-09-25,0.0374202069117322,0.03194888178913735
2018-09-26,0.010821133036282404,0.009287925696594534
2018-09-27,0.0073467674223341994,0.006315409599422672
2018-09-28,0.012294227964159354,0.010579164425318144
2018-10-08,0.018320296418278703,0.01579134137686289
2018-10-09,0.04123711340206193,0.03563318777292568
2018-10-10,0.008542030673655221,0.007421150278293043
2018-10-11,-0.04446583253127989,-0.03867403314917117
2018-10-12,-0.0018130539887190045,-0.0015673981191224318
2018-10-15,-0.000403632694247813,-0.00034885749171453817
2018-10-16,-0.02644861699979828,-0.02285813994067354
2018-10-17,0.0124429697221069,0.010714285714285676
2018-10-18,-0.02314625153625549,-0.019964664310954006
2018-10-19,-0.00608093940029375,-0.005228051198846395
2018-10-22,0.015822784810126667,0.01359188111634646
2018-10-23,-0.010799584631359993,-0.009297335955658736
2018-10-24,-0.037581356288053924,-0.032304638151958054
2018-10-25,0.00021815008725978302,0.00018649757553124147
2018-10-26,0.004362050163576825,0.0037292560134252195
2018-10-29,-0.004777415852334044,-0.004086940367824532
2018-10-30,0.01156447741653932,0.009886215258347208
2018-10-31,-0.01358930112165646,-0.011636497968230408
2018-11-01,-0.02733435381587579,-0.023360119603812346
2018-11-02,-0.026753597122302297,-0.022770761576731746
2018-11-05,-0.002541002541002313,-0.002153906402976191
2018-11-06,-0.004631773969430264,-0.003924646781789609
2018-11-07,-0.020939972080037172,-0.01773049645390068
